Action,true,6
Talk-Show,false,5760
Reality-TV,false,6
Sport,true,49
News,true,409
Family,false,1773
Comedy,true,347
Adult,true,625
Animation,false,162
Biography,false,629
Thriller,false,94
Comedy,false,1873
Adventure,false,650
Romance,false,372
News,false,540
Musical,true,707
Drama,true,291
Romance,true,125
Drama,false,91
Comedy,false,270
Short,true,494
Romance,true,885
Animation,true,3077
Drama,false,88
Drama,false,58
Drama,false,2252
Drama,false,89
Biography,true,276
Fantasy,true,146
Animation,false,43200
Family,false,703
Talk-Show,false,423
News,false,17
Family,false,295
Musical,true,191
Documentary,false,1348
Comedy,false,1444
Comedy,true,960
Comedy,false,1495
Adventure,true,690
News,true,340
Short,false,773
Drama,false,698
Comedy,true,30
Short,true,299
Crime,false,339
Comedy,true,229
Short,true,2010
Drama,false,460
Drama,true,133
Documentary,true,804
Family,true,254
Documentary,true,210
Drama,false,736
Talk-Show,true,423
Drama,true,959
NULL_GENRE,false,936
Drama,true,1300
Drama,true,10062
Drama,false,705
Reality-TV,true,475
Short,false,460
Drama,true,163
Talk-Show,true,853
Romance,true,474
Adventure,false,31
Adult,false,346
Short,false,2252
Family,true,136
Comedy,false,1370
Family,true,583
Reality-TV,false,432
Drama,true,402
Crime,false,2520
Action,true,220
Short,true,237
Comedy,true,402
Fantasy,true,765
Family,false,49
Animation,true,606
Romance,false,404
Animation,false,402
Comedy,false,2150
Talk-Show,false,371
Talk-Show,false,569
Comedy,true,338
Drama,true,318
Romance,false,668
Crime,true,1710
Family,false,283
Family,true,3600
Action,false,194
NULL_GENRE,false,120
Western,false,541
Drama,false,936
Music,true,405
News,true,808
Drama,false,701
News,true,834
Horror,false,353
Thriller,false,1
Musical,false,332
Short,false,184
Drama,true,38
History,false,4
Romance,true,235
Family,false,1151
Drama,false,607
Documentary,true,474
Documentary,true,279
Drama,false,1008
Adult,false,462
Comedy,true,108
Animation,false,680
Family,false,232
Sci-Fi,true,103
Comedy,true,303
Documentary,true,5700
Comedy,false,885
Comedy,false,653
Drama,false,1026
Drama,true,930
Crime,true,85
Horror,false,899
Talk-Show,true,192
Talk-Show,true,1329
Talk-Show,true,126
Short,true,488
Drama,false,316
Sport,true,324
NULL_GENRE,true,1750
Drama,false,221
Music,false,1845
Romance,false,1174
Romance,true,355
Sport,true,370
Romance,false,189
Romance,true,457
Documentary,true,447
Documentary,false,72
Adventure,false,1411
Talk-Show,false,443
Family,true,697
Comedy,true,78
Music,false,593
Action,true,199
Mystery,false,151
Family,true,180
Drama,false,395
Documentary,false,1999
Drama,false,256
Fantasy,true,510
Comedy,false,431
Reality-TV,false,750
Talk-Show,true,94
Comedy,true,71
Drama,true,243
Family,true,298
Drama,false,65
Drama,true,304
Sport,true,261
Comedy,true,508
Drama,false,550
Musical,false,480
Music,false,2088
Reality-TV,true,999
Drama,true,501
Drama,false,418
Mystery,false,45
Game-Show,true,3300
Comedy,false,264
Talk-Show,false,605
Comedy,false,612
Comedy,true,356
News,true,784
Drama,true,80
Comedy,true,300
Short,false,442
Talk-Show,false,392
Romance,false,606
Drama,false,496
Romance,false,717
Game-Show,true,94
Drama,true,248
Talk-Show,false,1084
Short,false,1026
News,false,1442
Action,true,504
Horror,false,288
Action,false,285
Action,true,85
Family,true,1773
Family,true,65
Comedy,true,551
Adult,false,162
Talk-Show,false,393
Reality-TV,false,616
Adventure,true,289
Romance,true,97
Comedy,true,47
Action,true,28
Family,false,439
Romance,true,416
Action,true,669
Adult,false,773
Drama,true,931
Drama,false,260
Comedy,true,139
Crime,false,296
Family,false,669
Drama,true,87
Comedy,false,704
Talk-Show,false,550
Drama,false,451
Talk-Show,false,630
Family,false,339
Drama,true,129
Comedy,true,964
Short,false,217
Game-Show,true,402
Short,false,230
Comedy,false,109
NULL_GENRE,true,550
Family,true,241
Comedy,false,240
Comedy,true,5220
History,false,335
Talk-Show,true,1700
Drama,true,730
Drama,true,195
Comedy,true,118
Drama,false,2088
News,true,374
Comedy,false,269
Action,true,1210
History,false,583
Drama,false,1151
Thriller,false,778
Short,true,114
Thriller,false,90
Sport,true,2002
Romance,false,427
Crime,true,820
Talk-Show,false,1444
Drama,true,273
Drama,false,3300
Animation,true,900
Drama,true,12000
Talk-Show,false,444
Animation,true,359
Short,false,208
Talk-Show,true,799
Romance,false,780
Drama,false,311
Talk-Show,true,1504
Comedy,false,1616
Short,false,317
News,true,1664
Short,true,188
Drama,true,1973
Reality-TV,true,783
News,false,11
Short,false,665
Short,false,547
NULL_GENRE,false,1175
News,false,247
Documentary,false,142
War,false,229
Comedy,true,235
Romance,false,500
Talk-Show,false,990
Sport,false,445
History,true,64
Drama,true,65
Comedy,true,691
Drama,true,551
Drama,false,42
Drama,true,120
Romance,true,194
Animation,false,71
News,true,657
Drama,true,961
Short,false,1099
NULL_GENRE,false,730
Drama,true,315
Fantasy,true,1268
Animation,true,54
Comedy,false,308
Comedy,false,161
Adventure,true,413
Horror,false,1445
Family,true,108
Comedy,true,600
News,false,559
Comedy,true,344
Talk-Show,false,2
Short,false,282
Comedy,false,1411
Crime,false,179
Comedy,true,386
Drama,false,336
Documentary,true,504
Comedy,false,547
Thriller,false,904
War,false,435
Comedy,false,655
News,false,73
Documentary,false,288
Drama,true,1970
Talk-Show,false,258
History,false,113
Comedy,true,409
Animation,false,296
Reality-TV,true,1554
Short,true,189
Adventure,true,948
Comedy,true,624
Drama,false,298
NULL_GENRE,true,117
Short,true,607
Music,true,491
Sport,true,24
Comedy,true,3087
Animation,true,453
Comedy,false,619
Family,true,1411
Comedy,true,20
Drama,false,1500
Comedy,false,1616
Biography,false,197
Reality-TV,true,420
Music,true,38
Animation,true,543
Short,false,550
Comedy,true,3600
Short,false,370
NULL_GENRE,true,594
Comedy,false,329
Drama,false,261
Talk-Show,false,640
News,false,237
Drama,false,645
Action,true,634
Comedy,false,623
Short,true,758
News,true,35791
Family,true,527
Comedy,true,434
Comedy,false,253
Game-Show,true,222
Comedy,false,29
Drama,true,487
Drama,false,158
Family,true,455
Reality-TV,true,542
Animation,false,698
Action,false,122
Short,true,24
Action,false,468
Drama,false,1380
Romance,false,830
History,false,65
Short,false,60
Comedy,true,237
Romance,true,105
Short,false,56
Reality-TV,true,148
News,false,3825
Drama,true,67
Thriller,false,516
Game-Show,true,238
Documentary,true,1134
Family,false,388
History,true,770
Drama,false,231
Romance,true,469
Action,true,392
Drama,false,598
Drama,false,678
News,false,678
Comedy,true,158
Game-Show,false,39
News,true,429
Drama,false,374
Comedy,true,388
Drama,false,124
NULL_GENRE,true,348
Drama,true,408
Animation,false,474
Romance,false,391
Sport,true,301
Drama,true,150
Animation,true,186
Drama,true,126
Action,false,348
Talk-Show,true,233
Animation,false,3900
Comedy,false,62
Talk-Show,false,1873
News,true,1554
Talk-Show,true,530
Drama,false,230
Drama,true,1228
News,true,462
Documentary,false,3600
Adult,true,424
Family,true,427
Talk-Show,true,146
Talk-Show,true,3240
Adult,false,6000
Documentary,true,509
Talk-Show,true,596
Short,false,141
Sci-Fi,false,326
Drama,true,153
Drama,true,347
Game-Show,false,2018
Family,false,531
Action,true,1262
NULL_GENRE,false,175
Comedy,false,7200
Drama,true,2020
Animation,true,25
Drama,false,460
Musical,false,441
Drama,false,97
Crime,true,38
Family,true,883
Comedy,true,362
Drama,true,376
NULL_GENRE,false,410
Short,true,4
Adventure,true,394
Drama,true,217
Comedy,false,669
Short,true,168
Drama,true,904
Horror,false,528
Adventure,true,236
Talk-Show,false,2252
Comedy,false,234
Documentary,false,642
Biography,false,810
News,true,373
Reality-TV,true,258
Comedy,false,1999
Romance,false,668
Talk-Show,true,565
NULL_GENRE,false,226
Drama,false,136
Short,true,397
Comedy,false,2021
Romance,false,315
Drama,true,233
Adult,false,2004
Drama,true,459
Animation,false,1210
Drama,false,299
Short,true,579
Documentary,false,327
News,false,475
Animation,false,470
Drama,true,402
Documentary,false,35
Family,true,299
Comedy,false,266
Talk-Show,false,607
Drama,false,317
Drama,true,5460
Drama,true,149
Short,true,435
Romance,false,936
Drama,false,271
Crime,false,1268
Documentary,false,1084
Short,false,48
Drama,true,443
Family,false,1495
Short,true,349
Romance,true,780
Talk-Show,true,1440
Short,true,293
Reality-TV,false,675
News,true,845
Talk-Show,false,451
Comedy,true,716
Short,true,1400
Adventure,true,158
Comedy,false,438
Talk-Show,false,482
Drama,false,463
Short,true,4800
Documentary,false,660
Romance,true,205
Drama,false,171
Talk-Show,false,1000
Talk-Show,true,154
Adventure,false,374
News,false,2015
Fantasy,false,704
Comedy,false,752
Talk-Show,true,799
Thriller,true,472
Short,true,114
Game-Show,false,2252
Adventure,false,216
Drama,false,235
Short,false,95
Drama,true,301
Comedy,true,1452
Reality-TV,false,730
Talk-Show,true,419
Short,false,630
NULL_GENRE,true,126
News,true,1044
News,false,512
Drama,true,363
Comedy,false,251
Horror,true,1215
Romance,true,79
Drama,true,153
Documentary,false,1559
Documentary,true,349
NULL_GENRE,false,873
Adult,false,147
Reality-TV,true,2000
Romance,true,527
Romance,false,64
Short,false,9
Drama,true,588
Biography,false,5
Adult,true,449
Comedy,false,352
News,false,477
Game-Show,true,209
Drama,true,210
Documentary,false,899
Sci-Fi,false,194
Documentary,true,290
Comedy,true,701
Adventure,false,9000
Crime,false,675
Family,true,156
Reality-TV,false,9
Music,true,5700
Romance,true,5220
Reality-TV,true,475
Drama,false,269
Romance,true,333
Short,false,1320
News,true,740
Drama,true,3
Action,true,515
Game-Show,true,253
Reality-TV,false,970
Drama,false,407
Crime,false,5220
Game-Show,true,371
Adventure,true,522
Drama,false,356
Short,false,211
Reality-TV,false,1620
Drama,false,132
Drama,true,527
Animation,false,3000
Animation,true,1440
Adventure,true,463
Drama,true,569
Comedy,false,557
Drama,true,1184
News,true,182
Drama,true,590
Documentary,false,167
Action,false,2288
Comedy,false,834
Drama,false,1560
Fantasy,true,137
Romance,false,400
Talk-Show,true,1184
News,false,71
Romance,false,190
Drama,true,478
News,false,547
Drama,true,62
Talk-Show,true,793
Family,true,155
News,true,369
News,false,900
Comedy,true,208
Romance,true,266
Crime,false,262
Comedy,false,155
Drama,true,890
Romance,true,700
Drama,true,2020
Animation,true,154
Talk-Show,true,195
Drama,false,129
Romance,true,1349
Talk-Show,false,2150
Talk-Show,false,1026
Comedy,false,143
Drama,true,24
Comedy,false,2021
Comedy,true,410
Talk-Show,false,324
Drama,true,429
Music,false,444
Adventure,true,1215
Comedy,false,92
Drama,true,425
News,false,295
Drama,true,466
History,true,403
News,true,999
Documentary,false,795
Talk-Show,false,166
News,true,1620
Comedy,false,445
Short,true,3300
Crime,true,162
Crime,false,367
Documentary,false,200
Adult,true,454
Drama,true,311
Animation,true,630
Reality-TV,false,514
Romance,true,1234
Short,true,166
Documentary,true,46
Short,true,601
Talk-Show,false,154
Talk-Show,true,539
News,true,208
Action,false,125
Drama,true,577
Romance,false,378
Music,false,186
Drama,true,899
Reality-TV,false,432
Comedy,false,1348
Adult,false,1050
Talk-Show,true,352
Drama,true,414
Drama,true,274
Biography,true,34
Reality-TV,true,3720
Adventure,true,705
Short,true,746
News,false,91
Short,true,347
Action,false,780
Game-Show,false,670
Drama,false,52
Talk-Show,false,721
Biography,true,622
Family,false,455
Game-Show,true,361
Short,false,693
Mystery,true,276
Comedy,true,403
Fantasy,true,661
News,true,257
Drama,false,149
History,false,580
Comedy,false,43200
Documentary,false,198
Comedy,true,803
Drama,false,97
Documentary,false,1416
Talk-Show,false,1416
Animation,false,1800
News,true,478
Romance,false,32
Drama,true,332
Talk-Show,true,723
Romance,false,3285
Comedy,true,820
Comedy,true,241
Talk-Show,false,820
Drama,true,11541
Comedy,false,3000
Romance,false,1932
Drama,false,717
Animation,true,2002
Music,false,499
Thriller,true,362
Documentary,true,1441
Documentary,true,341
News,false,497
Mystery,true,334
Adult,true,1441
News,true,659
Drama,true,257
Romance,true,105
Talk-Show,true,540
Drama,false,150
Drama,true,1755
Drama,true,901
Drama,false,636
Comedy,true,746
Family,false,1559
Family,true,615
Game-Show,false,789
Crime,true,311
Comedy,true,899
Reality-TV,true,409
Short,false,263
Documentary,true,354
Family,true,386
Drama,true,1997
Animation,true,54
Comedy,true,264
Drama,true,1442
Comedy,false,40
Drama,true,160
Music,false,627
Short,true,66
Reality-TV,true,52
Talk-Show,false,1325
News,true,1151
Talk-Show,false,90
Comedy,false,286
Biography,true,585
Comedy,true,63
Drama,true,82
History,true,654
Short,false,456
Animation,true,4
Short,true,776
Drama,false,491
Sport,true,269
Fantasy,false,208
Action,false,155
Adventure,false,463
Drama,true,535
Family,true,186
Drama,true,245
Short,false,30
Documentary,false,3285
Horror,true,2010
Documentary,true,700
Drama,false,10
History,true,1980
Short,true,3300
News,true,1258
Musical,true,1860
Reality-TV,false,653
Drama,false,607
Animation,true,513
Mystery,true,245
Game-Show,true,309
Comedy,false,890
Comedy,true,365
Comedy,true,515
Drama,false,263
Drama,true,912
Game-Show,true,2088
Family,false,614
Adult,true,200
Comedy,false,212
Talk-Show,false,346
Family,true,392
Drama,false,309
Fantasy,false,51
Family,true,154
Fantasy,false,470
Drama,true,262
Romance,true,594
Mystery,false,1644
Comedy,false,115
Comedy,false,252
Sport,false,636
Documentary,true,200
Drama,true,466
Crime,false,9
Romance,true,395
Thriller,false,3
Adult,false,369
News,true,499
Comedy,true,702
Musical,false,223
Comedy,true,840
Crime,false,1755
Drama,false,577
Game-Show,false,2004
Comedy,false,346
Comedy,true,341
Sport,false,559
Drama,true,196
Drama,false,429
Family,true,1151
Reality-TV,false,685
Drama,true,1260
Short,true,122
Comedy,false,218
Action,true,186
Crime,false,715
Animation,true,578
Adult,true,387
Talk-Show,true,225
Drama,true,730
Documentary,false,551
Fantasy,true,1184
Animation,false,2112
Drama,false,46
Crime,true,582
Comedy,true,912
Drama,false,402
Short,true,760
Comedy,true,441
Comedy,true,183
News,false,128
Short,true,455
News,true,961
Drama,true,333
Documentary,false,214
Action,false,549
Action,true,344
Short,true,3900
Drama,false,1087
Talk-Show,true,223
Documentary,true,479
Drama,false,468
Action,false,552
Short,true,213
Romance,false,37440
Short,true,105
News,false,1616
Talk-Show,true,235
Drama,true,623
Drama,false,493
Game-Show,false,1370
Comedy,true,1442
Drama,true,625
Drama,true,37
Drama,true,636
Drama,false,5700
Drama,true,488
Drama,false,54
Reality-TV,true,27
Drama,true,408
Crime,true,192
Romance,false,504
Crime,true,412
Short,false,5760
Drama,true,419
Horror,true,335
Sport,false,446
Short,true,1970
Action,false,636
Drama,true,18
Short,false,105
Reality-TV,true,152
NULL_GENRE,false,1
NULL_GENRE,true,483
News,false,43
Comedy,true,203
Short,false,1184
Drama,false,169
Fantasy,true,1134
Drama,false,428
Crime,true,461
Family,true,233
Drama,false,386
NULL_GENRE,false,156
Documentary,false,387
NULL_GENRE,true,387
Family,true,608
Romance,true,1970
NULL_GENRE,true,14
Documentary,false,459
Action,false,274
Drama,false,150
Animation,true,306
Adult,false,444
Drama,false,379
Comedy,false,474
News,false,901
Family,true,329
Drama,true,286
NULL_GENRE,true,548
Mystery,true,401
Adult,false,186
Family,true,79
Game-Show,false,372
Comedy,true,285
Documentary,false,785
Reality-TV,false,75
Drama,true,216
Comedy,true,458
Game-Show,false,264
Action,true,249
Drama,false,124
Short,false,1258
Action,true,3240
Drama,false,636
Comedy,true,74
Drama,true,164
Family,true,531
Adult,false,67
Drama,false,236
Mystery,false,650
Horror,true,183
Talk-Show,false,211
Drama,false,715
Adult,false,127
Drama,false,274
Drama,true,265
Drama,false,104
News,false,970
Family,false,423
Drama,true,685
Crime,true,2460
Adventure,false,196
Documentary,false,136
Drama,true,432
Romance,false,216
Action,false,10
Short,true,313
Short,false,309
Documentary,false,3720
Comedy,true,262
Drama,false,445
Romance,false,386
Romance,false,108
Comedy,false,544
Animation,false,396
News,false,208
Drama,false,385
Short,true,1011
Drama,true,38
Drama,false,317
News,false,140
Action,false,6
Talk-Show,false,961
War,false,142
Reality-TV,false,474
Game-Show,true,525
News,false,602
Action,false,122
Animation,true,1184
Drama,false,30
Comedy,false,1716
Short,true,191
Talk-Show,true,364
NULL_GENRE,false,22
Documentary,false,1134
Romance,true,366
Reality-TV,true,266
Romance,false,931
Horror,true,392
Drama,true,608
Animation,false,1845
Talk-Show,true,522
Comedy,true,171
Drama,true,80
Sport,false,38
Talk-Show,true,398
Music,false,396
Adventure,true,376
Family,false,91
News,true,354
Reality-TV,true,475
Short,true,360
Animation,false,669
Romance,false,187
Comedy,true,1999
Romance,true,488
Family,false,990
Short,false,297
Short,true,193
Action,true,51
NULL_GENRE,true,35791
Family,false,269
Talk-Show,true,883
Mystery,true,267
Music,true,376
Documentary,true,272
War,false,11541
News,true,188
Talk-Show,true,693
Comedy,false,474
Family,false,491
Game-Show,true,1444
Comedy,true,3900
Adventure,true,255
Animation,false,1268
Short,true,450
Music,false,489
Drama,false,247
Short,true,320
Reality-TV,true,82
Talk-Show,true,758
News,false,45
Reality-TV,false,148
Talk-Show,true,752
Drama,true,363
Drama,true,577
Short,true,173
Comedy,false,47
Romance,true,485
Thriller,false,187
Mystery,true,219
Drama,false,1773
Drama,true,142
NULL_GENRE,true,217
Action,false,842
Documentary,false,166
Short,true,474
Game-Show,false,830
Adventure,true,665
Romance,true,21
Romance,false,300
Romance,false,64
Drama,true,489
Action,true,999
Comedy,false,293
News,false,3720
Comedy,false,453
Drama,false,1325
Adult,false,1262
Horror,false,413
Comedy,false,138
Short,false,338
Drama,true,62
History,false,501
Comedy,true,498
Drama,false,140
Drama,true,49
Drama,false,746
Documentary,true,454
Romance,false,610
Adventure,false,900
Comedy,false,481
Documentary,true,122
Short,true,940
Romance,false,260
Short,true,196
Short,false,88
Adventure,true,940
Music,true,299
Talk-Show,false,606
Adult,false,910
Comedy,false,335
Comedy,false,274
NULL_GENRE,true,464
NULL_GENRE,false,770
Family,true,343
Documentary,false,1669
Comedy,true,411
Drama,false,136
News,true,205
News,false,416
Game-Show,false,417
Drama,true,470
Drama,false,438
Talk-Show,false,2160
Romance,true,1860
Adventure,false,910
Family,false,586
Comedy,true,904
Short,true,374
Short,false,776
Comedy,false,865
Documentary,false,1320
Drama,true,1421
NULL_GENRE,true,39
Animation,false,374
Crime,true,53
Short,true,385
Biography,true,48
Comedy,true,193
Romance,true,157
Drama,true,525
Romance,true,830
Adult,true,912
Romance,true,48
Drama,false,275
Game-Show,true,2580
Talk-Show,true,293
Family,true,40
Drama,false,261
Short,false,355
Short,true,1175
Family,false,2925
Biography,true,571
Animation,false,266
History,true,340
Reality-TV,true,556
Romance,false,218
Talk-Show,true,1440
Game-Show,false,521
Adult,false,1140
News,true,311
Crime,true,82
Documentary,true,40
Family,true,428
Talk-Show,false,312
News,false,279
Fantasy,true,1285
Drama,false,693
NULL_GENRE,true,1999
Drama,true,597
Short,false,428
Drama,false,269
Biography,false,338
NULL_GENRE,true,89
Drama,true,785
Drama,false,52
Reality-TV,false,530
History,false,536
Sport,false,70
Animation,true,110
Drama,false,184
Short,false,771
Drama,false,1554
Music,false,172
Comedy,false,453
Documentary,false,220
Drama,true,183
Documentary,false,134
Talk-Show,false,1179
Drama,true,675
Sport,false,419
Documentary,false,379
Drama,true,411
Talk-Show,true,178
Adult,false,1084
Comedy,true,132
Animation,false,256
Drama,true,1348
Comedy,true,211
History,true,332
Music,true,153
Documentary,true,567
Animation,false,606
Drama,false,282
Comedy,true,48
Short,true,0
Documentary,true,137
Biography,true,274
Short,false,789
Talk-Show,true,291
Short,true,66
Game-Show,true,1845
Short,false,870
NULL_GENRE,false,371
Romance,false,346
Mystery,true,1644
Crime,true,747
Short,false,669
Comedy,false,388
Drama,true,548
Talk-Show,true,526
Music,true,2160
Comedy,false,317
Drama,true,707
Comedy,false,702
Adventure,true,1234
Horror,false,924
Music,true,752
Drama,true,1873
History,true,536
Romance,true,954
Comedy,true,107
Documentary,false,601
Sport,true,405
Talk-Show,false,16
Talk-Show,false,964
Drama,false,931
Family,true,465
Thriller,false,237
Comedy,true,701
Adventure,true,703
Romance,false,82
Short,false,9
Crime,false,456
Action,true,548
Romance,false,196
Family,true,750
Talk-Show,true,38
Sport,false,335
Adventure,true,675
Thriller,true,223
Romance,true,310
Family,false,496
Adventure,false,1262
News,false,711
Action,true,1464
Music,true,139
Romance,false,3000
Drama,false,3
Talk-Show,false,1411
Horror,false,463
Talk-Show,false,530
Adventure,false,189
Short,false,396
Talk-Show,true,28643
Short,false,217
Drama,false,1568
Comedy,false,374
Animation,true,249
Short,false,4162
Short,false,1034
Documentary,true,1196
Talk-Show,true,146
Talk-Show,false,476
Music,true,304
Drama,false,770
Drama,true,551
Short,false,721
Reality-TV,false,291
Drama,true,193
Talk-Show,false,41
Drama,false,324
Reality-TV,false,32
Game-Show,true,546
Talk-Show,true,606
Family,false,1234
News,false,2905
NULL_GENRE,false,496
Drama,true,2070
Crime,false,1442
Music,true,799
News,false,105
Game-Show,true,23
Short,false,184
Talk-Show,true,1087
Talk-Show,true,242
Drama,false,244
Crime,false,704
Talk-Show,true,3900
Romance,false,442
Horror,true,63
News,false,614
Game-Show,true,123
Short,true,433
Drama,true,1179
Fantasy,false,41
News,true,531
Drama,true,3825
Drama,true,1620
Adult,true,315
Action,false,91
Short,true,518
Comedy,true,508
Comedy,true,348
Game-Show,false,424
Talk-Show,false,128
Talk-Show,false,293
Biography,false,129
Talk-Show,true,619
NULL_GENRE,false,205
Romance,true,314
Short,true,234
Talk-Show,false,102
Adult,false,883
Fantasy,false,245
Comedy,true,51
Fantasy,false,71
Drama,false,176
Crime,false,654
Family,true,494
Documentary,false,472
Family,true,419
Drama,true,84
News,true,1444
Family,true,216
NULL_GENRE,true,453
Romance,false,42
Action,false,275
Family,true,4
Comedy,true,607
Talk-Show,false,568
Drama,false,1000
Drama,true,340
Comedy,true,473
Talk-Show,false,265
Talk-Show,true,607
Comedy,false,1439
Short,false,1504
Documentary,false,746
History,false,340
Action,false,191
Short,false,942
Comedy,false,518
